"ScanDateTime","ScanDate","PrintIDName","Section","Page","ZoneNumber","Cyan","Magenta","Yellow","Black"
"2013-12-03 12:35:50","2012/12/10","Press 41 (Tuesday- Best Effort","B","6","2","0.458726","0.472715","0.537504","0.486094"
"2013-12-03 12:28:16","2012/12/10","Press 41 (Tuesday- Best Effort","A","6","2","0.479279","0.472877","0.566779","0.496269"
"2013-12-03 12:41:13","2012/12/10","Press 41 (Tuesday- Best Effort","D","6","2","0.467947","0.527891","0.554205","0.521037"
"2013-12-03 12:41:13","2012/12/10","Press 41 (Tuesday- Best Effort","D","6","3","0.475465","0.547787","0.574332","0.535567"
"2013-12-03 12:28:16","2012/12/10","Press 41 (Tuesday- Best Effort","A","6","3","0.457385","0.455044","0.555492","0.475389"
"2013-12-03 12:35:50","2012/12/10","Press 41 (Tuesday- Best Effort","B","6","3","0.458916","0.471078","0.523937","0.48603"
"2013-12-03 12:35:50","2012/12/10","Press 41 (Tuesday- Best Effort","B","6","4","0.446408","0.459931","0.512542","0.472874"
"2013-12-03 12:28:16","2012/12/10","Press 41 (Tuesday- Best Effort","A","6","4","0.441007","0.446264","0.562249","0.462876"
"2013-12-03 12:41:13","2012/12/10","Press 41 (Tuesday- Best Effort","D","6","4","0.489612","0.579851","0.610039","0.559372"
"2013-12-03 12:41:13","2012/12/10","Press 41 (Tuesday- Best Effort","D","6","5","0.49906","0.575472","0.604705","0.562902"
"2013-12-03 12:28:16","2012/12/10","Press 41 (Tuesday- Best Effort","A","6","5","0.463189","0.467054","0.576519","0.486052"
"2013-12-03 12:35:50","2012/12/10","Press 41 (Tuesday- Best Effort","B","6","5","0.479158","0.480494","0.525544","0.500988"
"2013-12-03 12:35:50","2012/12/10","Press 41 (Tuesday- Best Effort","B","6","6","0.486736","0.484067","0.530046","0.506475"
"2013-12-03 12:28:16","2012/12/10","Press 41 (Tuesday- Best Effort","A","6","6","0.494713","0.500584","0.610096","0.519481"
"2013-12-03 12:41:13","2012/12/10","Press 41 (Tuesday- Best Effort","D","6","6","0.504553","0.550879","0.591214","0.551077"
"2013-12-03 12:41:13","2012/12/10","Press 41 (Tuesday- Best Effort","D","6","7","0.5101","0.546125","0.595935","0.552535"
"2013-12-03 12:28:16","2012/12/10","Press 41 (Tuesday- Best Effort","A","6","7","0.535428","0.547679","0.689201","0.564539"
"2013-12-03 12:35:50","2012/12/10","Press 41 (Tuesday- Best Effort","B","6","7","0.484125","0.487485","0.533969","0.506619"
"2013-12-03 12:35:50","2012/12/10","Press 41 (Tuesday- Best Effort","B","6","8","0.49204","0.491683","0.54463","0.513305"
"2013-12-03 12:28:16","2012/12/10","Press 41 (Tuesday- Best Effort","A","6","8","0.564105","0.592423","0.729384","0.603738"
"2013-12-03 12:41:13","2012/12/10","Press 41 (Tuesday- Best Effort","D","6","8","0.524776","0.556261","0.602562","0.565284"
"2013-12-03 12:41:40","2012/12/10","Press 41 (Tuesday- Best Effort","D","7","1","0.475279","0.485668","0.502508","0.502301"
"2013-12-03 12:41:40","2012/12/10","Press 41 (Tuesday- Best Effort","D","7","2","0.475579","0.490991","0.508137","0.506256"
"2013-12-03 12:41:40","2012/12/10","Press 41 (Tuesday- Best Effort","D","7","3","0.481563","0.494606","0.505994","0.510615"
"2013-12-03 12:41:40","2012/12/10","Press 41 (Tuesday- Best Effort","D","7","4","0.485568","0.496069","0.503909","0.51378"
"2013-12-03 12:41:40","2012/12/10","Press 41 (Tuesday- Best Effort","D","7","5","0.488312","0.489736","0.490801","0.511735"
"2013-12-03 12:41:40","2012/12/10","Press 41 (Tuesday- Best Effort","D","7","6","0.483819","0.482902","0.480168","0.50607"
"2013-12-03 12:41:40","2012/12/10","Press 41 (Tuesday- Best Effort","D","7","7","0.484095","0.475479","0.4714","0.501926"
"2013-12-03 12:41:40","2012/12/10","Press 41 (Tuesday- Best Effort","D","7","8","0.495826","0.474763","0.467827","0.50611"
"2013-12-03 12:39:18","2012/12/10","Press 41 (Tuesday- Best Effort","C","8","1","0.473686","0.478615","0.509145","0.498863"
"2013-12-03 12:39:18","2012/12/10","Press 41 (Tuesday- Best Effort","C","8","2","0.467632","0.473211","0.498921","0.492208"
"2013-12-03 12:39:18","2012/12/10","Press 41 (Tuesday- Best Effort","C","8","3","0.474084","0.481913","0.511028","0.500017"
"2013-12-03 12:39:18","2012/12/10","Press 41 (Tuesday- Best Effort","C","8","4","0.481069","0.485347","0.523322","0.505209"
"2013-12-03 12:39:18","2012/12/10","Press 41 (Tuesday- Best Effort","C","8","5","0.488019","0.487886","0.519578","0.510553"
"2013-12-03 12:39:18","2012/12/10","Press 41 (Tuesday- Best Effort","C","8","6","0.487538","0.490259","0.519102","0.511302"
"2013-12-03 12:39:18","2012/12/10","Press 41 (Tuesday- Best Effort","C","8","7","0.487193","0.494835","0.520479","0.513408"
"2013-12-03 12:39:18","2012/12/10","Press 41 (Tuesday- Best Effort","C","8","8","0.497995","0.501796","0.529081","0.521065"
"2013-12-03 12:28:43","2012/12/10","Press 41 (Tuesday- Best Effort","A","9","1","0.455971","0.434464","0.479308","0.464361"
"2013-12-03 12:36:10","2012/12/10","Press 41 (Tuesday- Best Effort","B","9","1","0.530601","0.519899","0.541352","0.548002"
"2013-12-03 12:36:10","2012/12/10","Press 41 (Tuesday- Best Effort","B","9","2","0.530797","0.519655","0.535819","0.548374"
"2013-12-03 12:28:43","2012/12/10","Press 41 (Tuesday- Best Effort","A","9","2","0.452532","0.419732","0.458797","0.453595"
"2013-12-03 12:28:43","2012/12/10","Press 41 (Tuesday- Best Effort","A","9","3","0.473658","0.445525","0.455853","0.479611"
"2013-12-03 12:36:10","2012/12/10","Press 41 (Tuesday- Best Effort","B","9","3","0.528584","0.514874","0.536275","0.543898"
"2013-12-03 12:36:10","2012/12/10","Press 41 (Tuesday- Best Effort","B","9","4","0.527405","0.515429","0.542105","0.543905"
"2013-12-03 12:28:43","2012/12/10","Press 41 (Tuesday- Best Effort","A","9","4","0.475572","0.461757","0.455812","0.489417"
"2013-12-03 12:28:43","2012/12/10","Press 41 (Tuesday- Best Effort","A","9","5","0.475673","0.486028","0.459002","0.502418"
"2013-12-03 12:36:10","2012/12/10","Press 41 (Tuesday- Best Effort","B","9","5","0.531059","0.527219","0.561349","0.551945"
"2013-12-03 12:36:10","2012/12/10","Press 41 (Tuesday- Best Effort","B","9","6","0.524398","0.517408","0.563404","0.542214"
"2013-12-03 12:28:43","2012/12/10","Press 41 (Tuesday- Best Effort","A","9","6","0.475404","0.502579","0.476414","0.511034"
"2013-12-03 12:28:43","2012/12/10","Press 41 (Tuesday- Best Effort","A","9","7","0.475977","0.51316","0.509658","0.519059"
"2013-12-03 12:36:10","2012/12/10","Press 41 (Tuesday- Best Effort","B","9","7","0.517437","0.509606","0.564669","0.535889"
"2013-12-03 12:36:10","2012/12/10","Press 41 (Tuesday- Best Effort","B","9","8","0.523387","0.521598","0.575747","0.544561"
"2013-12-03 12:28:43","2012/12/10","Press 41 (Tuesday- Best Effort","A","9","8","0.488111","0.505135","0.519362","0.519071"
"2013-12-03 12:18:09","2012/12/11","Press 42 (Wed- First Good)","B","1","1","0.573527","0.531054","0.573701","0.573714"
"2013-12-03 12:17:34","2012/12/11","Press 42 (Wed- First Good)","D","1","1","0.442398","0.410619","0.455526","0.443098"
"2013-12-03 12:20:01","2012/12/11","Press 42 (Wed- First Good)","C","1","1","0.634164","0.560898","0.580984","0.618013"
"2013-12-03 12:20:01","2012/12/11","Press 42 (Wed- First Good)","C","1","2","0.583382","0.527146","0.561715","0.574331"
"2013-12-03 12:17:34","2012/12/11","Press 42 (Wed- First Good)","D","1","2","0.454316","0.420431","0.468304","0.453966"
"2013-12-03 12:18:09","2012/12/11","Press 42 (Wed- First Good)","B","1","2","0.545826","0.51179","0.559718","0.54925"
"2013-12-03 12:18:09","2012/12/11","Press 42 (Wed- First Good)","B","1","3","0.525852","0.490334","0.547521","0.526452"
"2013-12-03 12:17:34","2012/12/11","Press 42 (Wed- First Good)","D","1","3","0.467403","0.426652","0.474167","0.464651"
"2013-12-03 12:20:01","2012/12/11","Press 42 (Wed- First Good)","C","1","3","0.554632","0.508621","0.552805","0.550286"
"2013-12-03 12:20:01","2012/12/11","Press 42 (Wed- First Good)","C","1","4","0.558062","0.514152","0.557845","0.555069"
"2013-12-03 12:17:34","2012/12/11","Press 42 (Wed- First Good)","D","1","4","0.470363","0.427397","0.479521","0.465451"
"2013-12-03 12:18:09","2012/12/11","Press 42 (Wed- First Good)","B","1","4","0.535184","0.491757","0.547548","0.528051"
"2013-12-03 12:18:09","2012/12/11","Press 42 (Wed- First Good)","B","1","5","0.539119","0.480608","0.537596","0.527117"
"2013-12-03 12:17:34","2012/12/11","Press 42 (Wed- First Good)","D","1","5","0.467592","0.420847","0.479307","0.461697"
"2013-12-03 12:20:01","2012/12/11","Press 42 (Wed- First Good)","C","1","5","0.549855","0.505575","0.554428","0.547124"
"2013-12-03 12:20:01","2012/12/11","Press 42 (Wed- First Good)","C","1","6","0.547829","0.513664","0.560604","0.550701"
"2013-12-03 12:17:34","2012/12/11","Press 42 (Wed- First Good)","D","1","6","0.462644","0.402654","0.474009","0.449397"
"2013-12-03 12:18:09","2012/12/11","Press 42 (Wed- First Good)","B","1","6","0.555903","0.496134","0.541631","0.543826"
"2013-12-03 12:18:09","2012/12/11","Press 42 (Wed- First Good)","B","1","7","0.569128","0.510434","0.543628","0.558477"
"2013-12-03 12:17:34","2012/12/11","Press 42 (Wed- First Good)","D","1","7","0.463283","0.387395","0.466138","0.439401"
"2013-12-03 12:20:01","2012/12/11","Press 42 (Wed- First Good)","C","1","7","0.564084","0.531423","0.565253","0.56584"
"2013-12-03 12:20:01","2012/12/11","Press 42 (Wed- First Good)","C","1","8","0.591794","0.555324","0.583721","0.596243"
"2013-12-03 12:17:34","2012/12/11","Press 42 (Wed- First Good)","D","1","8","0.467036","0.390367","0.463129","0.442112"
"2013-12-03 12:18:09","2012/12/11","Press 42 (Wed- First Good)","B","1","8","0.60395","0.537443","0.565838","0.592668"
"2013-12-03 11:03:49","2012/12/11","Press 42 (Wed- First Good)","A","10","1","0.472796","0.461658","0.479743","0.486909"
"2013-12-03 11:03:49","2012/12/11","Press 42 (Wed- First Good)","A","10","2","0.472844","0.462915","0.479042","0.487602"
"2013-12-03 11:03:49","2012/12/11","Press 42 (Wed- First Good)","A","10","3","0.466692","0.448342","0.457619","0.47583"
"2013-12-03 11:03:49","2012/12/11","Press 42 (Wed- First Good)","A","10","4","0.460802","0.444331","0.458967","0.472792"
"2013-12-03 11:03:49","2012/12/11","Press 42 (Wed- First Good)","A","10","5","0.462342","0.452272","0.475979","0.477142"
"2013-12-03 11:03:49","2012/12/11","Press 42 (Wed- First Good)","A","10","6","0.455139","0.445759","0.474391","0.469353"
"2013-12-03 11:03:49","2012/12/11","Press 42 (Wed- First Good)","A","10","7","0.450495","0.440616","0.477194","0.464448"
"2013-12-03 11:03:49","2012/12/11","Press 42 (Wed- First Good)","A","10","8","0.449689","0.442981","0.487519","0.465312"
"2013-12-03 11:04:09","2012/12/11","Press 42 (Wed- First Good)","A","11","1","0.470044","0.454626","0.459314","0.481667"
"2013-12-03 11:04:09","2012/12/11","Press 42 (Wed- First Good)","A","11","2","0.493951","0.480266","0.487131","0.507556"
"2013-12-03 11:04:09","2012/12/11","Press 42 (Wed- First Good)","A","11","3","0.494384","0.486534","0.501117","0.51167"
"2013-12-03 11:04:09","2012/12/11","Press 42 (Wed- First Good)","A","11","4","0.488399","0.484215","0.508911","0.507864"
"2013-12-03 11:04:09","2012/12/11","Press 42 (Wed- First Good)","A","11","5","0.493398","0.485885","0.509846","0.510169"
"2013-12-03 11:04:09","2012/12/11","Press 42 (Wed- First Good)","A","11","6","0.482913","0.473721","0.50387","0.499299"
"2013-12-03 11:04:09","2012/12/11","Press 42 (Wed- First Good)","A","11","7","0.493925","0.483759","0.510399","0.509119"
"2013-12-03 11:04:09","2012/12/11","Press 42 (Wed- First Good)","A","11","8","0.487481","0.478347","0.506414","0.505286"
"2013-12-03 11:04:26","2012/12/11","Press 42 (Wed- First Good)","A","13","1","0.511999","0.517065","0.561311","0.537603"
"2013-12-03 11:04:26","2012/12/11","Press 42 (Wed- First Good)","A","13","2","0.511334","0.516355","0.564422","0.53633"
"2013-12-03 11:04:26","2012/12/11","Press 42 (Wed- First Good)","A","13","3","0.491956","0.498962","0.555501","0.516495"
"2013-12-03 11:04:26","2012/12/11","Press 42 (Wed- First Good)","A","13","4","0.492219","0.498636","0.564012","0.515918"
"2013-12-03 11:04:26","2012/12/11","Press 42 (Wed- First Good)","A","13","5","0.491701","0.499468","0.571352","0.517861"
"2013-12-03 11:04:26","2012/12/11","Press 42 (Wed- First Good)","A","13","6","0.496903","0.50513","0.590808","0.524353"
"2013-12-03 11:04:26","2012/12/11","Press 42 (Wed- First Good)","A","13","7","0.5146","0.533936","0.618606","0.548899"
"2013-12-03 11:04:26","2012/12/11","Press 42 (Wed- First Good)","A","13","8","0.525447","0.539614","0.635917","0.557227"
"2013-12-03 11:04:46","2012/12/11","Press 42 (Wed- First Good)","A","15","1","0.502025","0.49467","0.532291","0.519423"
"2013-12-03 11:04:46","2012/12/11","Press 42 (Wed- First Good)","A","15","2","0.50979","0.501865","0.530254","0.52777"
"2013-12-03 11:04:46","2012/12/11","Press 42 (Wed- First Good)","A","15","3","0.515299","0.506429","0.544058","0.533835"
"2013-12-03 11:04:46","2012/12/11","Press 42 (Wed- First Good)","A","15","4","0.515579","0.509567","0.547657","0.533966"
"2013-12-03 11:04:46","2012/12/11","Press 42 (Wed- First Good)","A","15","5","0.513683","0.50974","0.544353","0.534852"
"2013-12-03 11:04:46","2012/12/11","Press 42 (Wed- First Good)","A","15","6","0.515955","0.513864","0.540534","0.537282"
"2013-12-03 11:04:46","2012/12/11","Press 42 (Wed- First Good)","A","15","7","0.511487","0.511815","0.540603","0.534238"
"2013-12-03 11:04:46","2012/12/11","Press 42 (Wed- First Good)","A","15","8","0.519109","0.507002","0.553057","0.535044"
"2013-12-03 11:05:04","2012/12/11","Press 42 (Wed- First Good)","A","16","1","0.584404","0.576469","0.615754","0.603022"
"2013-12-03 11:05:04","2012/12/11","Press 42 (Wed- First Good)","A","16","2","0.543871","0.527845","0.567857","0.55757"
"2013-12-03 11:05:04","2012/12/11","Press 42 (Wed- First Good)","A","16","3","0.543363","0.523649","0.545672","0.558513"
"2013-12-03 11:05:04","2012/12/11","Press 42 (Wed- First Good)","A","16","4","0.53287","0.516368","0.546728","0.548546"
"2013-12-03 11:05:04","2012/12/11","Press 42 (Wed- First Good)","A","16","5","0.525455","0.51707","0.543415","0.544348"
"2013-12-03 11:05:04","2012/12/11","Press 42 (Wed- First Good)","A","16","6","0.53403","0.517785","0.534132","0.548899"
"2013-12-03 11:05:04","2012/12/11","Press 42 (Wed- First Good)","A","16","7","0.537854","0.517176","0.531753","0.550312"
"2013-12-03 11:05:04","2012/12/11","Press 42 (Wed- First Good)","A","16","8","0.535417","0.520595","0.540051","0.552855"
"2013-12-03 11:06:39","2012/12/11","Press 42 (Wed- First Good)","A","17","1","0.568847","0.551402","0.559351","0.563512"
"2013-12-03 11:06:39","2012/12/11","Press 42 (Wed- First Good)","A","17","2","0.54259","0.5247","0.54015","0.557573"
"2013-12-03 11:06:39","2012/12/11","Press 42 (Wed- First Good)","A","17","3","0.541872","0.525123","0.540113","0.55758"
"2013-12-03 11:06:39","2012/12/11","Press 42 (Wed- First Good)","A","17","4","0.536656","0.519729","0.531312","0.551708"
"2013-12-03 11:06:39","2012/12/11","Press 42 (Wed- First Good)","A","17","5","0.530443","0.512132","0.519943","0.5445"
"2013-12-03 11:06:39","2012/12/11","Press 42 (Wed- First Good)","A","17","6","0.590842","0.573279","0.560828","0.609581"
"2013-12-03 11:06:39","2012/12/11","Press 42 (Wed- First Good)","A","17","7","0.578649","0.569599","0.559613","0.599366"
"2013-12-03 11:06:39","2012/12/11","Press 42 (Wed- First Good)","A","17","8","0.554015","0.552674","0.547944","0.578683"
"2013-12-03 11:07:13","2012/12/11","Press 42 (Wed- First Good)","A","18","1","0.509922","0.561","0.581052","0.560228"
"2013-12-03 11:07:13","2012/12/11","Press 42 (Wed- First Good)","A","18","2","0.514258","0.567315","0.58139","0.565776"
"2013-12-03 11:07:13","2012/12/11","Press 42 (Wed- First Good)","A","18","3","0.512044","0.550712","0.570708","0.55734"
"2013-12-03 11:07:13","2012/12/11","Press 42 (Wed- First Good)","A","18","4","0.509964","0.529192","0.568646","0.543474"
"2013-12-03 11:07:13","2012/12/11","Press 42 (Wed- First Good)","A","18","5","0.518958","0.536803","0.571926","0.551966"
"2013-12-03 11:07:13","2012/12/11","Press 42 (Wed- First Good)","A","18","6","0.517017","0.52952","0.564685","0.548256"
"2013-12-03 11:07:13","2012/12/11","Press 42 (Wed- First Good)","A","18","7","0.528489","0.540868","0.574123","0.558813"
"2013-12-03 11:07:13","2012/12/11","Press 42 (Wed- First Good)","A","18","8","0.543846","0.551759","0.585928","0.573778"
"2013-12-03 11:07:27","2012/12/11","Press 42 (Wed- First Good)","A","19","1","0.60668","0.51645","0.509924","0.582438"
"2013-12-03 11:07:27","2012/12/11","Press 42 (Wed- First Good)","A","19","2","0.59608","0.521644","0.519503","0.578246"
"2013-12-03 11:07:27","2012/12/11","Press 42 (Wed- First Good)","A","19","3","0.603991","0.526298","0.517107","0.585544"
"2013-12-03 11:07:27","2012/12/11","Press 42 (Wed- First Good)","A","19","4","0.587025","0.522618","0.518214","0.577785"
"2013-12-03 11:07:27","2012/12/11","Press 42 (Wed- First Good)","A","19","5","0.58","0.521229","0.518356","0.571668"
"2013-12-03 11:07:27","2012/12/11","Press 42 (Wed- First Good)","A","19","6","0.583623","0.51451","0.515749","0.569408"
"2013-12-03 11:07:27","2012/12/11","Press 42 (Wed- First Good)","A","19","7","0.586403","0.519133","0.520507","0.573969"
"2013-12-03 11:07:27","2012/12/11","Press 42 (Wed- First Good)","A","19","8","0.585325","0.516706","0.516471","0.571638"
"2013-12-03 11:07:46","2012/12/11","Press 42 (Wed- First Good)","A","20","1","0.502962","0.51208","0.567823","0.529491"
"2013-12-03 11:07:46","2012/12/11","Press 42 (Wed- First Good)","A","20","2","0.495397","0.504186","0.562647","0.520906"
"2013-12-03 11:07:46","2012/12/11","Press 42 (Wed- First Good)","A","20","3","0.492495","0.498158","0.551268","0.516606"
"2013-12-03 11:07:46","2012/12/11","Press 42 (Wed- First Good)","A","20","4","0.497268","0.499616","0.550681","0.518903"
"2013-12-03 11:07:46","2012/12/11","Press 42 (Wed- First Good)","A","20","5","0.494417","0.492627","0.552176","0.514231"
"2013-12-03 11:07:46","2012/12/11","Press 42 (Wed- First Good)","A","20","6","0.494516","0.493174","0.546029","0.514744"
"2013-12-03 11:07:46","2012/12/11","Press 42 (Wed- First Good)","A","20","7","0.499546","0.493956","0.548928","0.517522"
"2013-12-03 11:07:46","2012/12/11","Press 42 (Wed- First Good)","A","20","8","0.494748","0.48886","0.542478","0.512687"
"2013-12-03 11:08:15","2012/12/11","Press 42 (Wed- First Good)","A","21","1","0.423985","0.438753","0.454274","0.449894"
"2013-12-03 11:08:15","2012/12/11","Press 42 (Wed- First Good)","A","21","2","0.449973","0.461785","0.475639","0.475852"
"2013-12-03 11:08:15","2012/12/11","Press 42 (Wed- First Good)","A","21","3","0.454845","0.465062","0.478453","0.479568"
"2013-12-03 11:08:15","2012/12/11","Press 42 (Wed- First Good)","A","21","4","0.453686","0.466342","0.483731","0.480181"
"2013-12-03 11:08:15","2012/12/11","Press 42 (Wed- First Good)","A","21","5","0.456195","0.464232","0.470011","0.480547"
"2013-12-03 11:08:15","2012/12/11","Press 42 (Wed- First Good)","A","21","6","0.459197","0.463383","0.470741","0.480526"
"2013-12-03 11:08:15","2012/12/11","Press 42 (Wed- First Good)","A","21","7","0.461311","0.466067","0.47777","0.482837"
"2013-12-03 11:08:15","2012/12/11","Press 42 (Wed- First Good)","A","21","8","0.477175","0.472954","0.487995","0.495139"
"2013-12-03 11:09:50","2012/12/11","Press 42 (Wed- First Good)","A","22","1","0.574995","0.416545","0.410441","0.505198"
"2013-12-03 11:09:50","2012/12/11","Press 42 (Wed- First Good)","A","22","2","0.552809","0.407751","0.396193","0.490309"
"2013-12-03 11:09:50","2012/12/11","Press 42 (Wed- First Good)","A","22","3","0.520569","0.385753","0.371221","0.459925"
"2013-12-03 11:09:50","2012/12/11","Press 42 (Wed- First Good)","A","22","4","0.488782","0.372341","0.35304","0.439231"
"2013-12-03 11:09:50","2012/12/11","Press 42 (Wed- First Good)","A","22","5","-1","-1","-1","-1"
"2013-12-03 11:09:50","2012/12/11","Press 42 (Wed- First Good)","A","22","6","0.413129","0.360387","0.354777","0.39838"
"2013-12-03 11:09:50","2012/12/11","Press 42 (Wed- First Good)","A","22","7","0.425013","0.382075","0.373272","0.418577"
"2013-12-03 11:09:50","2012/12/11","Press 42 (Wed- First Good)","A","22","8","0.45193","0.419238","0.411185","0.45223"
"2013-12-03 11:08:52","2012/12/11","Press 42 (Wed- First Good)","A","23","1","0.455282","0.445123","0.495464","0.469512"
"2013-12-03 11:08:52","2012/12/11","Press 42 (Wed- First Good)","A","23","2","0.460346","0.447264","0.488835","0.472815"
"2013-12-03 11:08:52","2012/12/11","Press 42 (Wed- First Good)","A","23","3","0.456543","0.444422","0.491412","0.469928"
"2013-12-03 11:08:52","2012/12/11","Press 42 (Wed- First Good)","A","23","4","0.455362","0.444914","0.495872","0.469571"
"2013-12-03 11:08:52","2012/12/11","Press 42 (Wed- First Good)","A","23","5","0.464155","0.449339","0.49021","0.475164"
"2013-12-03 11:08:52","2012/12/11","Press 42 (Wed- First Good)","A","23","6","0.47077","0.458575","0.49206","0.483939"
"2013-12-03 11:08:52","2012/12/11","Press 42 (Wed- First Good)","A","23","7","0.477437","0.459832","0.483479","0.486949"
"2013-12-03 11:08:52","2012/12/11","Press 42 (Wed- First Good)","A","23","8","0.479341","0.46176","0.478689","0.490322"
"2013-12-03 11:10:21","2012/12/11","Press 42 (Wed- First Good)","A","27","1","0.493323","0.475674","0.528932","0.504767"
"2013-12-03 11:10:21","2012/12/11","Press 42 (Wed- First Good)","A","27","2","0.489998","0.479271","0.522814","0.505067"
"2013-12-03 11:10:21","2012/12/11","Press 42 (Wed- First Good)","A","27","3","0.493687","0.486897","0.518326","0.511366"
"2013-12-03 11:10:21","2012/12/11","Press 42 (Wed- First Good)","A","27","4","0.491016","0.48182","0.530443","0.507427"
"2013-12-03 11:10:21","2012/12/11","Press 42 (Wed- First Good)","A","27","5","0.488481","0.485503","0.526716","0.507665"
"2013-12-03 11:10:21","2012/12/11","Press 42 (Wed- First Good)","A","27","6","0.476161","0.471616","0.52354","0.493058"
"2013-12-03 11:10:21","2012/12/11","Press 42 (Wed- First Good)","A","27","7","0.476563","0.474262","0.527459","0.49532"
"2013-12-03 11:10:21","2012/12/11","Press 42 (Wed- First Good)","A","27","8","0.462391","0.463826","0.512825","0.483252"
"2013-12-03 11:10:35","2012/12/11","Press 42 (Wed- First Good)","A","28","1","0.546559","0.518472","0.613797","0.554438"
"2013-12-03 11:10:35","2012/12/11","Press 42 (Wed- First Good)","A","28","2","0.529331","0.514456","0.603336","0.544769"
"2013-12-03 11:10:35","2012/12/11","Press 42 (Wed- First Good)","A","28","3","0.518482","0.509415","0.589079","0.535932"
"2013-12-03 11:10:35","2012/12/11","Press 42 (Wed- First Good)","A","28","4","0.508859","0.500757","0.574297","0.525426"
"2013-12-03 11:10:35","2012/12/11","Press 42 (Wed- First Good)","A","28","5","0.483199","0.497204","0.556025","0.512807"
"2013-12-03 11:10:35","2012/12/11","Press 42 (Wed- First Good)","A","28","6","0.457683","0.483889","0.541151","0.49135"
"2013-12-03 11:10:35","2012/12/11","Press 42 (Wed- First Good)","A","28","7","0.445295","0.481038","0.533566","0.484111"
"2013-12-03 11:10:35","2012/12/11","Press 42 (Wed- First Good)","A","28","8","0.454681","0.490785","0.545781","0.494423"
"2013-12-03 11:10:50","2012/12/11","Press 42 (Wed- First Good)","A","29","1","0.473714","0.470227","0.528313","0.494199"
"2013-12-03 11:10:50","2012/12/11","Press 42 (Wed- First Good)","A","29","2","0.480181","0.481036","0.538593","0.501399"
"2013-12-03 11:10:50","2012/12/11","Press 42 (Wed- First Good)","A","29","3","0.471956","0.47292","0.527803","0.49224"
"2013-12-03 11:10:50","2012/12/11","Press 42 (Wed- First Good)","A","29","4","0.470528","0.476052","0.523972","0.491665"
"2013-12-03 11:10:50","2012/12/11","Press 42 (Wed- First Good)","A","29","5","0.474347","0.471887","0.516668","0.493313"
"2013-12-03 11:10:50","2012/12/11","Press 42 (Wed- First Good)","A","29","6","0.475186","0.473791","0.507527","0.494499"
"2013-12-03 11:10:50","2012/12/11","Press 42 (Wed- First Good)","A","29","7","0.482763","0.478501","0.508897","0.500626"
"2013-12-03 11:10:50","2012/12/11","Press 42 (Wed- First Good)","A","29","8","0.490029","0.488126","0.517105","0.511371"
"2013-12-03 11:11:45","2012/12/11","Press 42 (Wed- First Good)","A","34","1","0.488807","0.42316","0.467423","0.471982"
"2013-12-03 11:11:45","2012/12/11","Press 42 (Wed- First Good)","A","34","2","0.473449","0.419657","0.459873","0.462047"
"2013-12-03 11:11:45","2012/12/11","Press 42 (Wed- First Good)","A","34","3","0.449222","0.403327","0.453642","0.440026"
"2013-12-03 11:11:45","2012/12/11","Press 42 (Wed- First Good)","A","34","4","0.438435","0.403895","0.449466","0.435723"
"2013-12-03 11:11:45","2012/12/11","Press 42 (Wed- First Good)","A","34","5","0.43819","0.411079","0.458446","0.441068"
"2013-12-03 11:11:45","2012/12/11","Press 42 (Wed- First Good)","A","34","6","0.454531","0.427289","0.471033","0.457701"
"2013-12-03 11:11:45","2012/12/11","Press 42 (Wed- First Good)","A","34","7","0.457869","0.437491","0.477772","0.465188"
"2013-12-03 11:11:45","2012/12/11","Press 42 (Wed- First Good)","A","34","8","0.472047","0.443996","0.481104","0.478789"
"2013-12-03 11:02:15","2012/12/11","Press 42 (Wed- First Good)","A","5","1","0.511607","0.505471","0.54303","0.529525"
"2013-12-03 11:02:15","2012/12/11","Press 42 (Wed- First Good)","A","5","2","0.509354","0.490764","0.525293","0.52268"
"2013-12-03 11:02:15","2012/12/11","Press 42 (Wed- First Good)","A","5","3","0.507213","0.488236","0.52294","0.516921"
"2013-12-03 11:02:15","2012/12/11","Press 42 (Wed- First Good)","A","5","4","0.510425","0.490737","0.530052","0.521548"
"2013-12-03 11:02:15","2012/12/11","Press 42 (Wed- First Good)","A","5","5","0.520899","0.512305","0.557211","0.539151"
"2013-12-03 11:02:15","2012/12/11","Press 42 (Wed- First Good)","A","5","6","0.516095","0.51697","0.557922","0.538642"
"2013-12-03 11:02:15","2012/12/11","Press 42 (Wed- First Good)","A","5","7","0.518769","0.515739","0.561393","0.538558"
"2013-12-03 11:02:15","2012/12/11","Press 42 (Wed- First Good)","A","5","8","0.519787","0.519932","0.567336","0.541606"
"2013-12-03 11:02:35","2012/12/11","Press 42 (Wed- First Good)","A","6","1","0.497091","0.483653","0.556518","0.511525"
"2013-12-03 11:02:35","2012/12/11","Press 42 (Wed- First Good)","A","6","2","0.495767","0.489318","0.550877","0.512354"
"2013-12-03 11:02:35","2012/12/11","Press 42 (Wed- First Good)","A","6","3","0.484325","0.476048","0.529904","0.500558"
"2013-12-03 11:02:35","2012/12/11","Press 42 (Wed- First Good)","A","6","4","0.482116","0.476678","0.525803","0.499868"
"2013-12-03 11:02:35","2012/12/11","Press 42 (Wed- First Good)","A","6","5","0.489545","0.4836","0.54899","0.506976"
